alg,seed,K,recall_at_k,precision_at_k,f1,mrr,branches_with_true_cause,bio_recovered,psycho_recovered,social_recovered,domain_coverage_any,true_recovered,rank_first,rank_all_true
Domain-balanced random,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,12,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,12,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,12,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,12,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,12,5,0.6666666666666666,0.4,0.5,0.4166666666666667,2.0,1.0,0.0,1.0,2,2,1,6
Mapping-only,12,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,12,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,12,8,0.6666666666666666,0.25,0.36363636363636365,0.4166666666666667,2.0,1.0,0.0,1.0,2,2,1,9
Mapping-only,12,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,12,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,12,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4166666666666667,2.0,1.0,0.0,1.0,2,2,1,13
Mapping-only,12,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,13,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,13,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,13,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
BFS-3phase,13,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,13,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,13,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,13,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,13,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,13,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,13,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,13,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,13,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,13
BFS-3phase,14,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,14,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Mapping-only,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,14,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,14,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Mapping-only,14,5,0.3333333333333333,0.2,0.25,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,6
Domain-balanced random,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,14,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,14,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Mapping-only,14,8,0.3333333333333333,0.125,0.18181818181818182,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,9
Domain-balanced random,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,14,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,14,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Mapping-only,14,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,13
Domain-balanced random,14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,15,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,15,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,15,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,15,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,15,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,15,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,15,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,15,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,16,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,16,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,16,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,4
Domain-balanced random,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,16,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,16,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,16,5,0.3333333333333333,0.2,0.25,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,6
Domain-balanced random,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,16,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,16,8,0.6666666666666666,0.25,0.36363636363636365,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,16,8,0.3333333333333333,0.125,0.18181818181818182,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,9
Domain-balanced random,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,16,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,16,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,16,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,13
Domain-balanced random,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,17,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,3,2,1,4
Greedy-top-K,17,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,17,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,3,2,1,6
Greedy-top-K,17,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,17,8,1.0,0.375,0.5454545454545454,0.5555555555555556,3.0,1.0,1.0,1.0,3,3,1,6
Greedy-top-K,17,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,17,12,1.0,0.25,0.4,0.5555555555555556,3.0,1.0,1.0,1.0,3,3,1,6
Greedy-top-K,17,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,17,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.030303030303030304,1.0,1.0,0.0,0.0,1,1,11,13
Domain-balanced random,17,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,17,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,18,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,18,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,18,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,18,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,18,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,18,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,18,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,18,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,19,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,19,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,19,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,19,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,19,5,0.6666666666666666,0.4,0.5,0.39999999999999997,2.0,1.0,0.0,1.0,2,2,1,6
Mapping-only,19,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,19,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,19,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,19,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,19,8,0.6666666666666666,0.25,0.36363636363636365,0.39999999999999997,2.0,1.0,0.0,1.0,2,2,1,9
Mapping-only,19,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,19,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,19,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.39999999999999997,2.0,1.0,0.0,1.0,2,2,1,13
Mapping-only,19,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,19,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,19,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,20,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,20,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,20,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,20,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,20,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,20,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,20,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,20,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,20,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,20,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,20,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,20,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,21,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,21,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,21,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,21,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,21,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,21,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,21,8,0.3333333333333333,0.125,0.18181818181818182,0.05555555555555555,1.0,1.0,0.0,0.0,1,1,6,9
Domain-balanced random,21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,21,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,21,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,21,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.05555555555555555,1.0,1.0,0.0,0.0,1,1,6,13
Domain-balanced random,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,22,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,22,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
BFS-3phase,22,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,22,5,0.6666666666666666,0.4,0.5,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,22,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,22,8,0.6666666666666666,0.25,0.36363636363636365,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,22,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,22,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,23,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,23,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,0.0,1.0,2,2,1,4
Mapping-only,23,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,23,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,23,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,0.0,1.0,2,2,1,6
Mapping-only,23,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,23,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,23,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,0.0,1.0,2,2,1,9
Mapping-only,23,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,23,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,23,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,0.0,1.0,2,2,1,13
Mapping-only,23,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
